TransactionID,CustomerID,Age,Gender,Income,ProductCategory,Product,Quantity,Price,TotalAmount,PaymentMethod,StoreLocation,PurchaseDate,DayOfWeek,TimeOfDay,Promotion,Returned
7157,1618,41,Female,49737,Sports,Basketball,5,331.87,1659.35,Credit Card,West,2024-11-09,Saturday,Morning,No,Yes
7158,1556,59,Male,33501,Sports,Football,1,452.05,452.05,Credit Card,West,2024-08-09,Friday,Afternoon,No,Yes
7159,1971,52,Male,113124,Sports,Football,4,118.71,474.84,Debit Card,West,2024-10-31,Thursday,Evening,No,Yes
7160,1797,61,Male,39234,Clothing,Jacket,5,361.84,1809.2,Debit Card,East,2024-08-29,Thursday,Afternoon,No,Yes
7161,1524,43,Female,100880,Home,Lamp,2,329.19,658.38,Debit Card,West,2024-05-31,Friday,Afternoon,Yes,No
7162,1550,69,Female,50306,Grocery,Eggs,1,380.44,380.44,Credit Card,South,2024-10-22,Tuesday,Evening,Yes,No
7163,1586,63,Female,95757,Home,Chair,1,52.75,52.75,Credit Card,West,2024-07-05,Friday,Evening,No,No
7164,1512,52,Female,52930,Electronics,Tablet,4,305.36,1221.44,Debit Card,South,2024-04-12,Friday,Evening,No,Yes
7165,1156,50,Male,97298,Grocery,Cheese,5,325.15,1625.75,Cash,East,2024-10-24,Thursday,Morning,Yes,No
7166,1759,19,Male,98730,Electronics,Laptop,2,52.18,104.36,Cash,South,2024-05-11,Saturday,Evening,No,No
7167,1766,31,Male,37743,Grocery,Cheese,2,416.0,832.0,Cash,East,2024-10-27,Sunday,Evening,Yes,No
7168,1766,37,Male,56349,Grocery,Bread,1,120.4,120.4,Cash,South,2024-11-07,Thursday,Evening,Yes,No
7169,1715,65,Female,35152,Electronics,Headphones,1,166.7,166.7,Credit Card,South,2024-07-06,Saturday,Morning,Yes,No
7170,1238,56,Female,104676,Grocery,Milk,1,98.78,98.78,Credit Card,North,2024-04-14,Sunday,Afternoon,Yes,No
7171,1555,54,Female,42401,Sports,Tennis Racket,2,412.93,825.86,Credit Card,South,2024-07-08,Monday,Afternoon,No,Yes
7172,1015,63,Female,101981,Clothing,Jeans,3,398.11,1194.33,Debit Card,East,2024-08-03,Saturday,Evening,Yes,No
7173,1923,30,Female,76015,Clothing,Jeans,2,66.65,133.3,Debit Card,West,2024-06-06,Thursday,Morning,No,No
7174,1605,48,Female,84916,Clothing,Jacket,2,81.61,163.22,Credit Card,South,2024-03-19,Tuesday,Evening,No,No
7175,1284,33,Male,37907,Home,Chair,1,81.08,81.08,Debit Card,North,2024-05-18,Saturday,Morning,No,Yes
7176,1431,66,Female,33370,Sports,Basketball,2,98.6,197.2,Debit Card,South,2024-05-08,Wednesday,Morning,No,No
7177,1602,20,Female,102099,Grocery,Cheese,4,305.69,1222.76,Credit Card,West,2024-12-17,Tuesday,Morning,No,Yes
7178,1294,27,Male,115808,Home,Table,2,496.23,992.46,Debit Card,North,2024-12-09,Monday,Afternoon,No,Yes
7179,1502,50,Female,47372,Clothing,Shirt,1,351.4,351.4,Credit Card,West,2024-06-22,Saturday,Evening,No,Yes
7180,1572,46,Male,38808,Sports,Basketball,4,133.64,534.56,Debit Card,West,2024-06-23,Sunday,Morning,Yes,No
7181,1151,60,Female,110393,Home,Chair,4,373.61,1494.44,Cash,East,2024-06-28,Friday,Morning,No,Yes
7182,1803,36,Male,62436,Grocery,Bread,4,79.12,316.48,Debit Card,East,2024-05-03,Friday,Afternoon,No,Yes
7183,1820,43,Male,51335,Sports,Tennis Racket,3,207.75,623.25,Cash,East,2024-07-06,Saturday,Afternoon,No,Yes
7184,1380,22,Male,93776,Clothing,Jeans,5,187.14,935.7,Credit Card,South,2024-02-17,Saturday,Afternoon,No,Yes
7185,1016,55,Female,113710,Home,Table,4,450.67,1802.68,Cash,East,2024-07-25,Thursday,Afternoon,Yes,No
7186,1003,50,Female,72136,Clothing,Jacket,3,114.05,342.15,Debit Card,East,2024-05-23,Thursday,Evening,Yes,No
7187,1313,66,Female,105833,Electronics,Tablet,4,272.76,1091.04,Credit Card,East,2024-10-24,Thursday,Morning,No,Yes
7188,1594,49,Male,77937,Home,Lamp,4,373.81,1495.24,Credit Card,East,2024-10-12,Saturday,Morning,No,Yes
7189,1775,33,Male,74115,Electronics,Tablet,2,358.6,717.2,Debit Card,West,2024-09-07,Saturday,Evening,Yes,Yes
7190,1940,31,Female,89707,Home,Table,1,231.3,231.3,Credit Card,North,2024-11-18,Monday,Evening,Yes,No
7191,1232,62,Male,110958,Grocery,Milk,2,29.65,59.3,Credit Card,East,2024-06-10,Monday,Morning,Yes,No
7192,1138,36,Female,70408,Electronics,Laptop,5,20.7,103.5,Debit Card,South,2024-03-07,Thursday,Afternoon,No,No
7193,1309,27,Female,59421,Electronics,Headphones,4,446.43,1785.72,Debit Card,North,2024-06-12,Wednesday,Evening,Yes,Yes
7194,1145,69,Male,37658,Electronics,Tablet,4,286.32,1145.28,Credit Card,East,2024-07-20,Saturday,Morning,No,Yes
7195,1951,39,Female,80144,Clothing,Shirt,2,198.61,397.22,Cash,North,2024-08-17,Saturday,Afternoon,No,Yes
7196,1719,18,Male,116135,Electronics,Laptop,5,25.86,129.3,Debit Card,West,2024-11-03,Sunday,Evening,No,Yes
7197,1785,59,Male,76530,Electronics,Headphones,5,144.71,723.55,Cash,South,2024-07-09,Tuesday,Evening,Yes,No
7198,1785,65,Male,115320,Grocery,Cheese,2,166.9,333.8,Cash,North,2024-11-25,Monday,Morning,No,Yes
7199,1108,45,Female,34869,Home,Table,4,492.71,1970.84,Credit Card,South,2024-03-29,Friday,Evening,No,Yes
7200,1090,39,Female,48137,Sports,Basketball,3,314.8,944.4,Cash,West,2024-07-29,Monday,Afternoon,No,Yes
7201,1119,59,Male,52768,Grocery,Bread,4,282.44,1129.76,Cash,West,2024-09-28,Saturday,Evening,Yes,Yes
7202,1723,68,Female,33265,Home,Lamp,5,158.08,790.4,Credit Card,North,2024-06-24,Monday,Morning,Yes,Yes
7203,1506,47,Female,113979,Electronics,Tablet,2,414.59,829.18,Credit Card,West,2024-08-22,Thursday,Evening,No,Yes
7204,1604,68,Female,54660,Electronics,Laptop,2,147.08,294.16,Credit Card,West,2024-12-09,Monday,Morning,No,No
7205,1408,44,Female,94701,Electronics,Headphones,1,57.2,57.2,Debit Card,South,2024-06-16,Sunday,Afternoon,No,No
7206,1233,22,Female,63668,Grocery,Milk,5,417.32,2086.6,Credit Card,East,2024-07-22,Monday,Evening,Yes,No
7207,1692,60,Female,71864,Sports,Tennis Racket,4,16.95,67.8,Cash,West,2024-05-01,Wednesday,Evening,Yes,No
7208,1290,20,Female,92908,Sports,Football,4,277.84,1111.36,Cash,East,2024-09-17,Tuesday,Morning,No,Yes
7209,1807,39,Male,82126,Electronics,Tablet,1,433.13,433.13,Cash,East,2024-01-24,Wednesday,Evening,Yes,No
7210,1083,55,Female,89084,Grocery,Milk,1,311.19,311.19,Debit Card,West,2024-07-05,Friday,Morning,No,Yes
7211,1532,32,Female,100933,Grocery,Milk,1,444.26,444.26,Debit Card,North,2024-07-24,Wednesday,Afternoon,No,Yes
7212,1238,31,Female,107927,Clothing,Jeans,5,496.51,2482.55,Debit Card,North,2024-02-22,Thursday,Morning,No,Yes
7213,1614,53,Female,64435,Home,Lamp,3,262.85,788.55,Credit Card,East,2024-12-06,Friday,Morning,Yes,Yes
7214,1944,28,Female,97386,Home,Table,2,75.39,150.78,Debit Card,South,2024-11-29,Friday,Evening,Yes,No
7215,1610,57,Female,114517,Clothing,Shirt,1,477.04,477.04,Debit Card,North,2024-07-11,Thursday,Evening,No,Yes
7216,1770,70,Male,31809,Electronics,Tablet,4,300.73,1202.92,Debit Card,North,2024-10-20,Sunday,Evening,Yes,No
7217,1035,70,Male,38770,Electronics,Tablet,2,415.31,830.62,Credit Card,North,2024-06-27,Thursday,Afternoon,No,Yes
7218,1287,25,Male,115434,Grocery,Cheese,1,371.34,371.34,Cash,West,2024-01-20,Saturday,Afternoon,Yes,No
7219,1096,18,Female,84098,Electronics,Phone,1,300.35,300.35,Cash,West,2024-12-21,Saturday,Afternoon,Yes,No
7220,1888,34,Female,118014,Electronics,Tablet,5,272.64,1363.2,Debit Card,East,2024-05-19,Sunday,Afternoon,Yes,Yes
7221,1381,24,Male,45862,Grocery,Milk,5,493.68,2468.4,Cash,East,2024-12-24,Tuesday,Afternoon,Yes,Yes
7222,1583,18,Female,35042,Electronics,Headphones,2,6.88,13.76,Cash,East,2024-08-15,Thursday,Morning,No,No
7223,1906,35,Female,45756,Clothing,Shirt,2,475.83,951.66,Credit Card,South,2024-06-06,Thursday,Morning,Yes,No
7224,1949,19,Male,54453,Home,Lamp,5,94.74,473.7,Credit Card,North,2024-09-08,Sunday,Afternoon,Yes,No
7225,1939,61,Female,31214,Grocery,Cheese,2,482.37,964.74,Cash,East,2024-08-04,Sunday,Evening,No,Yes
7226,1605,68,Female,74689,Grocery,Milk,1,33.15,33.15,Debit Card,South,2024-11-01,Friday,Morning,No,Yes
7227,1905,45,Female,35471,Sports,Football,2,494.52,989.04,Cash,West,2024-10-10,Thursday,Morning,No,Yes
7228,1006,53,Male,118988,Clothing,Shirt,1,47.04,47.04,Debit Card,North,2024-06-07,Friday,Afternoon,No,No
7229,1043,18,Male,115289,Sports,Football,4,29.05,116.2,Credit Card,South,2024-03-13,Wednesday,Afternoon,Yes,No
7230,1259,34,Male,59329,Home,Table,5,467.25,2336.25,Debit Card,West,2024-09-16,Monday,Evening,No,Yes
7231,1957,50,Male,93076,Grocery,Eggs,4,26.28,105.12,Credit Card,East,2024-08-09,Friday,Morning,No,Yes
7232,1616,55,Female,106628,Sports,Tennis Racket,4,265.92,1063.68,Debit Card,South,2024-01-31,Wednesday,Afternoon,No,Yes
7233,1031,42,Female,48352,Sports,Football,2,197.36,394.72,Cash,South,2024-06-21,Friday,Morning,Yes,No
7234,1607,23,Female,48139,Home,Lamp,4,391.37,1565.48,Credit Card,South,2024-10-11,Friday,Afternoon,No,Yes
7235,1994,53,Male,100639,Grocery,Bread,1,395.6,395.6,Credit Card,West,2024-10-17,Thursday,Evening,Yes,No
7236,1246,21,Female,112569,Clothing,Jacket,3,431.42,1294.26,Credit Card,East,2024-02-23,Friday,Afternoon,No,Yes
7237,1597,42,Female,81069,Sports,Basketball,4,248.1,992.4,Cash,East,2024-08-21,Wednesday,Morning,No,Yes
7238,1954,32,Female,41919,Home,Chair,4,88.44,353.76,Credit Card,East,2024-05-05,Sunday,Evening,No,Yes
7239,1468,46,Male,113509,Grocery,Milk,2,117.31,234.62,Cash,South,2024-07-11,Thursday,Morning,No,No
7240,1296,59,Female,86314,Clothing,Jacket,4,249.83,999.32,Cash,North,2024-06-23,Sunday,Morning,No,Yes
7241,1733,48,Male,31876,Grocery,Bread,3,448.36,1345.08,Credit Card,West,2024-01-06,Saturday,Afternoon,No,Yes
7242,1171,55,Male,112651,Home,Chair,5,173.77,868.85,Credit Card,North,2024-05-22,Wednesday,Morning,No,Yes
7243,1323,41,Male,83013,Grocery,Eggs,3,31.78,95.34,Debit Card,West,2024-01-15,Monday,Morning,Yes,No
7244,1254,28,Female,108682,Grocery,Eggs,3,233.89,701.67,Debit Card,West,2024-07-29,Monday,Evening,Yes,No
7245,1600,53,Male,74772,Electronics,Headphones,4,44.41,177.64,Debit Card,North,2024-09-01,Sunday,Morning,Yes,No
7246,1503,25,Female,94432,Electronics,Laptop,5,163.35,816.75,Credit Card,North,2024-08-02,Friday,Evening,Yes,No
7247,1690,62,Female,114413,Electronics,Phone,1,94.52,94.52,Credit Card,West,2024-05-10,Friday,Afternoon,No,Yes
7248,1242,38,Male,79779,Electronics,Phone,2,144.99,289.98,Debit Card,North,2024-02-09,Friday,Evening,Yes,No
7249,1209,31,Male,34963,Sports,Football,4,452.56,1810.24,Debit Card,South,2024-03-18,Monday,Evening,Yes,No
7250,1006,54,Female,80599,Grocery,Eggs,5,45.41,227.05,Debit Card,East,2024-06-11,Tuesday,Evening,No,No
7251,1914,45,Male,64881,Sports,Football,5,279.09,1395.45,Cash,South,2024-02-02,Friday,Morning,Yes,No
7252,1761,58,Male,102686,Grocery,Cheese,2,365.47,730.94,Debit Card,South,2024-12-01,Sunday,Afternoon,No,Yes
7253,1423,48,Female,82797,Sports,Basketball,3,386.99,1160.97,Credit Card,North,2024-10-30,Wednesday,Afternoon,Yes,No
7254,1460,59,Female,30983,Clothing,Jeans,4,482.7,1930.8,Cash,West,2024-08-18,Sunday,Morning,Yes,Yes
7255,1427,67,Male,117891,Sports,Tennis Racket,5,254.15,1270.75,Cash,East,2024-10-05,Saturday,Afternoon,Yes,No
7256,1814,40,Female,107522,Electronics,Headphones,3,61.05,183.15,Cash,West,2024-01-10,Wednesday,Afternoon,Yes,No
7257,1862,46,Male,114274,Clothing,Jacket,5,370.32,1851.6,Debit Card,North,2024-04-20,Saturday,Morning,Yes,Yes
7258,1638,27,Female,65309,Sports,Tennis Racket,1,9.13,9.13,Credit Card,East,2024-05-11,Saturday,Morning,Yes,No
7259,1988,53,Female,55881,Grocery,Bread,1,238.25,238.25,Cash,West,2024-05-27,Monday,Evening,No,No
7260,1273,68,Male,46151,Electronics,Tablet,3,286.82,860.46,Credit Card,South,2024-11-25,Monday,Afternoon,No,Yes
7261,1194,62,Female,106215,Home,Lamp,2,272.72,545.44,Credit Card,East,2024-07-20,Saturday,Afternoon,No,Yes
7262,1301,44,Female,109347,Grocery,Bread,3,58.89,176.67,Debit Card,West,2024-05-11,Saturday,Morning,No,Yes
7263,1949,19,Male,97141,Sports,Basketball,2,405.96,811.92,Cash,East,2024-09-21,Saturday,Afternoon,Yes,No
7264,1445,44,Female,71849,Grocery,Eggs,5,283.32,1416.6,Debit Card,South,2024-01-17,Wednesday,Morning,No,Yes
7265,1437,53,Female,88907,Grocery,Milk,3,420.17,1260.51,Credit Card,North,2024-01-27,Saturday,Evening,No,Yes
7266,1216,42,Female,114705,Home,Table,2,251.74,503.48,Cash,South,2024-07-30,Tuesday,Evening,No,Yes
7267,1394,22,Male,97499,Sports,Basketball,3,59.17,177.51,Credit Card,East,2024-04-28,Sunday,Evening,Yes,No
7268,1018,28,Female,108963,Electronics,Tablet,4,161.53,646.12,Debit Card,West,2024-04-11,Thursday,Afternoon,No,Yes
7269,1803,69,Female,83886,Grocery,Eggs,2,253.24,506.48,Debit Card,South,2024-06-28,Friday,Afternoon,No,Yes
7270,1800,67,Female,50464,Electronics,Tablet,4,173.87,695.48,Debit Card,South,2024-06-17,Monday,Evening,No,Yes
7271,1331,40,Male,99470,Sports,Tennis Racket,1,383.58,383.58,Credit Card,West,2024-12-28,Saturday,Afternoon,No,Yes
7272,1969,43,Female,112500,Home,Lamp,1,163.78,163.78,Cash,South,2024-01-10,Wednesday,Evening,No,Yes
7273,1373,54,Male,74767,Home,Lamp,4,236.74,946.96,Debit Card,West,2024-10-14,Monday,Morning,Yes,No
7274,1174,46,Male,42444,Grocery,Cheese,2,383.8,767.6,Debit Card,North,2024-03-09,Saturday,Afternoon,No,Yes
7275,1574,39,Female,111079,Sports,Football,3,457.86,1373.58,Credit Card,East,2024-11-18,Monday,Morning,Yes,Yes
7276,1086,25,Male,82483,Clothing,Shirt,4,314.23,1256.92,Debit Card,West,2024-10-22,Tuesday,Afternoon,No,Yes
7277,1862,47,Female,67576,Sports,Football,1,436.71,436.71,Credit Card,South,2024-02-22,Thursday,Evening,Yes,No
7278,1887,33,Female,105862,Grocery,Milk,5,371.31,1856.55,Cash,West,2024-09-02,Monday,Evening,No,Yes
7279,1084,68,Male,98726,Home,Table,5,380.76,1903.8,Debit Card,West,2024-11-04,Monday,Morning,Yes,No
7280,1569,30,Male,90771,Sports,Football,4,264.53,1058.12,Debit Card,South,2024-08-29,Thursday,Evening,No,Yes
7281,1920,54,Male,113613,Grocery,Milk,1,158.86,158.86,Credit Card,South,2024-10-27,Sunday,Afternoon,Yes,Yes
7282,1424,65,Female,42182,Home,Chair,2,243.03,486.06,Credit Card,North,2024-09-14,Saturday,Evening,Yes,No
7283,1023,63,Female,56414,Clothing,Jeans,2,422.29,844.58,Cash,East,2024-07-07,Sunday,Evening,Yes,No
7284,1453,64,Male,30347,Clothing,Jacket,2,337.04,674.08,Cash,South,2024-06-06,Thursday,Evening,No,Yes
7285,1988,61,Female,101512,Sports,Tennis Racket,3,59.09,177.27,Debit Card,West,2024-10-30,Wednesday,Afternoon,Yes,Yes
7286,1444,53,Female,91026,Home,Chair,3,349.64,1048.92,Cash,West,2024-08-18,Sunday,Morning,Yes,No
7287,1313,42,Male,91335,Sports,Tennis Racket,1,438.9,438.9,Debit Card,North,2024-01-29,Monday,Evening,Yes,No
7288,1211,49,Female,63867,Electronics,Laptop,5,309.62,1548.1,Debit Card,West,2024-05-18,Saturday,Afternoon,Yes,No
7289,1577,54,Male,99042,Sports,Basketball,5,129.39,646.95,Debit Card,West,2024-05-06,Monday,Evening,Yes,No
7290,1399,56,Female,41854,Home,Lamp,3,383.9,1151.7,Credit Card,South,2024-02-13,Tuesday,Morning,No,Yes
7291,1648,61,Female,57979,Electronics,Headphones,2,399.0,798.0,Cash,North,2024-07-02,Tuesday,Evening,Yes,No
7292,1857,30,Female,113862,Electronics,Phone,5,415.47,2077.35,Credit Card,East,2024-12-21,Saturday,Morning,No,Yes
7293,1216,56,Female,74612,Electronics,Phone,5,172.59,862.95,Cash,North,2024-04-09,Tuesday,Morning,Yes,Yes
7294,1509,57,Male,45628,Clothing,Jacket,5,226.17,1130.85,Debit Card,South,2024-05-28,Tuesday,Morning,Yes,Yes
7295,1643,44,Female,68894,Electronics,Tablet,4,62.08,248.32,Credit Card,North,2024-04-19,Friday,Evening,No,Yes
7296,1399,51,Female,97091,Sports,Tennis Racket,4,392.32,1569.28,Debit Card,South,2024-09-09,Monday,Morning,No,Yes
7297,1710,58,Male,86908,Home,Table,2,105.35,210.7,Cash,East,2024-07-31,Wednesday,Morning,No,No
7298,1016,60,Female,55009,Grocery,Eggs,4,475.17,1900.68,Credit Card,North,2024-09-29,Sunday,Afternoon,Yes,No
7299,1509,22,Female,59985,Clothing,Shirt,1,487.63,487.63,Debit Card,West,2024-03-07,Thursday,Morning,No,Yes
7300,1108,42,Male,68284,Clothing,Jacket,4,409.9,1639.6,Cash,East,2024-09-19,Thursday,Morning,No,Yes
7301,1296,25,Male,77671,Grocery,Milk,2,98.55,197.1,Debit Card,West,2024-11-20,Wednesday,Evening,Yes,Yes
7302,1577,49,Male,88047,Electronics,Laptop,2,143.67,287.34,Debit Card,North,2024-01-31,Wednesday,Morning,Yes,No
7303,1521,33,Male,58918,Electronics,Laptop,2,296.67,593.34,Debit Card,West,2024-11-26,Tuesday,Afternoon,No,Yes
7304,1347,29,Female,113390,Home,Lamp,5,209.26,1046.3,Debit Card,South,2024-12-01,Sunday,Afternoon,Yes,Yes
7305,1180,30,Female,87096,Home,Chair,4,258.08,1032.32,Cash,South,2024-02-15,Thursday,Morning,Yes,No
7306,1431,48,Male,48594,Grocery,Cheese,5,208.0,1040.0,Cash,East,2024-04-24,Wednesday,Morning,Yes,Yes
7307,1438,65,Female,117314,Clothing,Jacket,3,352.27,1056.81,Cash,South,2024-08-15,Thursday,Morning,No,Yes
7308,1264,53,Male,84367,Home,Chair,3,283.81,851.43,Debit Card,North,2024-01-14,Sunday,Evening,Yes,Yes
7309,1633,45,Male,111152,Grocery,Eggs,3,300.62,901.86,Cash,East,2024-08-28,Wednesday,Morning,Yes,No
7310,1872,63,Female,79298,Grocery,Bread,3,78.14,234.42,Cash,East,2024-11-27,Wednesday,Evening,Yes,No
7311,1929,27,Female,37793,Grocery,Bread,5,61.79,308.95,Credit Card,East,2024-11-12,Tuesday,Evening,Yes,Yes
7312,1548,47,Male,41300,Grocery,Bread,1,333.33,333.33,Credit Card,East,2024-07-31,Wednesday,Evening,Yes,Yes
7313,1393,33,Female,95853,Sports,Football,4,495.84,1983.36,Cash,East,2024-07-09,Tuesday,Evening,No,Yes
7314,1913,48,Male,40499,Home,Chair,4,257.29,1029.16,Debit Card,South,2024-10-20,Sunday,Evening,No,Yes
7315,1268,64,Female,95246,Grocery,Cheese,3,64.73,194.19,Cash,South,2024-09-30,Monday,Afternoon,No,Yes
7316,1004,25,Male,32195,Electronics,Phone,5,18.51,92.55,Credit Card,South,2024-12-11,Wednesday,Evening,Yes,No
7317,1455,54,Female,115584,Grocery,Cheese,4,305.67,1222.68,Credit Card,North,2024-06-20,Thursday,Morning,Yes,Yes
7318,1801,58,Male,54193,Sports,Football,1,92.6,92.6,Debit Card,South,2024-10-13,Sunday,Afternoon,No,No
7319,1762,19,Male,106901,Sports,Football,2,170.95,341.9,Credit Card,South,2024-05-05,Sunday,Evening,Yes,Yes
7320,1752,39,Female,118487,Home,Lamp,4,241.48,965.92,Debit Card,South,2024-01-28,Sunday,Morning,Yes,No
7321,1591,51,Female,30205,Electronics,Laptop,1,14.53,14.53,Cash,West,2024-09-21,Saturday,Morning,No,No
7322,1727,37,Male,114427,Clothing,Shirt,4,212.4,849.6,Credit Card,South,2024-04-13,Saturday,Afternoon,No,Yes
7323,1047,64,Male,106023,Electronics,Tablet,3,28.23,84.69,Credit Card,North,2024-07-25,Thursday,Evening,No,No
7324,1358,26,Female,34234,Electronics,Phone,4,141.64,566.56,Cash,North,2024-03-15,Friday,Evening,No,Yes
7325,1655,67,Female,84738,Clothing,Shirt,3,301.21,903.63,Cash,East,2024-06-02,Sunday,Afternoon,No,Yes
7326,1504,23,Male,48011,Clothing,Jeans,5,385.76,1928.8,Credit Card,South,2024-03-01,Friday,Evening,Yes,Yes
7327,1142,40,Male,95459,Home,Chair,2,295.33,590.66,Credit Card,West,2024-01-01,Monday,Afternoon,No,Yes
7328,1794,32,Female,81915,Electronics,Phone,1,61.99,61.99,Credit Card,South,2024-08-24,Saturday,Evening,Yes,Yes
7329,1843,23,Female,98489,Electronics,Phone,2,381.88,763.76,Cash,South,2024-06-21,Friday,Evening,No,Yes
7330,1270,47,Female,65109,Electronics,Phone,3,12.82,38.46,Credit Card,East,2024-04-05,Friday,Evening,Yes,No
7331,1849,40,Male,40620,Clothing,Jacket,2,240.39,480.78,Credit Card,South,2024-05-10,Friday,Evening,No,Yes
7332,1169,51,Female,103860,Grocery,Bread,3,145.14,435.42,Credit Card,South,2024-03-28,Thursday,Morning,Yes,No
7333,1631,66,Female,93092,Electronics,Laptop,1,249.96,249.96,Credit Card,South,2024-10-18,Friday,Afternoon,Yes,Yes
7334,1087,63,Male,119222,Electronics,Laptop,4,318.21,1272.84,Credit Card,South,2024-09-08,Sunday,Evening,No,Yes
7335,1354,45,Female,44411,Grocery,Bread,1,42.6,42.6,Debit Card,East,2024-04-25,Thursday,Morning,Yes,No
7336,1772,26,Male,87135,Home,Chair,2,371.42,742.84,Debit Card,South,2024-10-27,Sunday,Afternoon,No,Yes
7337,1525,33,Male,98172,Home,Table,4,139.0,556.0,Credit Card,West,2024-08-03,Saturday,Morning,Yes,No
7338,1604,44,Male,51606,Sports,Football,2,113.93,227.86,Debit Card,West,2024-09-10,Tuesday,Morning,No,Yes
7339,1302,66,Male,57553,Clothing,Jacket,3,200.38,601.14,Credit Card,West,2024-11-25,Monday,Evening,No,Yes
7340,1845,59,Female,92270,Sports,Basketball,5,251.78,1258.9,Cash,North,2024-07-14,Sunday,Afternoon,No,Yes
7341,1387,66,Male,107931,Home,Lamp,5,365.51,1827.55,Credit Card,West,2024-07-08,Monday,Afternoon,No,Yes
7342,1214,52,Female,52860,Grocery,Bread,5,278.55,1392.75,Credit Card,North,2024-12-05,Thursday,Morning,No,Yes
7343,1584,40,Male,65863,Sports,Basketball,4,334.92,1339.68,Credit Card,South,2024-06-10,Monday,Afternoon,Yes,No
7344,1695,53,Male,50182,Clothing,Jeans,3,243.0,729.0,Cash,North,2024-09-04,Wednesday,Evening,No,Yes
7345,1912,43,Male,49708,Sports,Basketball,1,463.46,463.46,Cash,West,2024-08-21,Wednesday,Afternoon,No,Yes
7346,1937,21,Male,56715,Home,Table,4,439.22,1756.88,Credit Card,North,2024-05-08,Wednesday,Morning,No,Yes
7347,1267,58,Female,46552,Clothing,Jacket,1,215.81,215.81,Cash,West,2024-05-19,Sunday,Evening,No,No
7348,1543,68,Female,102003,Grocery,Cheese,1,394.97,394.97,Cash,South,2024-02-27,Tuesday,Evening,Yes,No
7349,1860,24,Male,69097,Sports,Basketball,1,487.5,487.5,Credit Card,West,2024-10-23,Wednesday,Evening,No,Yes
7350,1254,34,Female,33041,Home,Lamp,1,368.8,368.8,Cash,South,2024-06-07,Friday,Afternoon,Yes,Yes
7351,1144,28,Female,99766,Grocery,Milk,5,483.17,2415.85,Credit Card,West,2024-10-19,Saturday,Morning,Yes,Yes
7352,1627,70,Male,118615,Sports,Tennis Racket,5,434.01,2170.05,Credit Card,East,2024-06-26,Wednesday,Morning,Yes,No
7353,1508,61,Female,92093,Electronics,Headphones,3,332.47,997.41,Credit Card,South,2024-08-26,Monday,Morning,Yes,Yes
7354,1644,56,Female,48720,Clothing,Jacket,4,216.65,866.6,Cash,East,2024-12-28,Saturday,Evening,Yes,No
7355,1891,30,Female,108039,Home,Table,4,129.5,518.0,Debit Card,North,2024-01-29,Monday,Morning,No,Yes
7356,1583,53,Female,74551,Clothing,Jeans,3,170.5,511.5,Debit Card,South,2024-04-19,Friday,Morning,Yes,No
7357,1583,24,Female,118565,Electronics,Laptop,5,325.32,1626.6,Debit Card,South,2024-06-25,Tuesday,Evening,No,Yes
7358,1076,44,Male,95307,Electronics,Phone,5,488.65,2443.25,Credit Card,West,2024-03-12,Tuesday,Morning,Yes,Yes
7359,1263,40,Female,119354,Clothing,Jeans,5,375.91,1879.55,Credit Card,West,2024-02-14,Wednesday,Afternoon,Yes,No
7360,1315,51,Male,110970,Clothing,Shirt,4,184.86,739.44,Debit Card,South,2024-04-20,Saturday,Morning,No,Yes
7361,1068,61,Male,114030,Home,Lamp,3,141.14,423.42,Debit Card,East,2024-07-04,Thursday,Morning,No,Yes
7362,1763,31,Female,47593,Grocery,Eggs,2,338.91,677.82,Cash,South,2024-04-13,Saturday,Evening,Yes,No
7363,1418,39,Female,86594,Home,Lamp,2,243.6,487.2,Debit Card,South,2024-09-27,Friday,Afternoon,No,Yes
7364,1914,59,Male,113932,Clothing,Jacket,3,103.26,309.78,Credit Card,East,2024-10-17,Thursday,Evening,Yes,Yes
7365,1065,40,Male,95763,Clothing,Jacket,5,437.93,2189.65,Debit Card,West,2024-11-17,Sunday,Afternoon,Yes,No
7366,1230,52,Female,47140,Clothing,Jacket,5,206.19,1030.95,Debit Card,South,2024-04-02,Tuesday,Morning,No,Yes
7367,1879,54,Male,59439,Home,Table,2,206.07,412.14,Credit Card,East,2024-04-14,Sunday,Morning,No,Yes
7368,1980,56,Female,58560,Home,Table,5,272.28,1361.4,Cash,South,2024-05-29,Wednesday,Morning,Yes,Yes
7369,1860,35,Male,52267,Grocery,Eggs,3,490.41,1471.23,Credit Card,South,2024-05-11,Saturday,Evening,Yes,No
7370,1601,69,Male,82450,Clothing,Jacket,5,473.49,2367.45,Credit Card,South,2024-02-15,Thursday,Afternoon,No,Yes
7371,1799,36,Female,76930,Sports,Tennis Racket,5,483.66,2418.3,Debit Card,West,2024-04-20,Saturday,Evening,Yes,Yes
7372,1099,24,Male,44374,Sports,Basketball,1,262.66,262.66,Credit Card,North,2024-01-31,Wednesday,Morning,Yes,No
7373,1613,29,Female,44369,Sports,Football,2,481.05,962.1,Cash,North,2024-10-24,Thursday,Afternoon,No,Yes
7374,1390,65,Female,75108,Electronics,Tablet,3,19.17,57.51,Debit Card,West,2024-02-06,Tuesday,Evening,Yes,Yes
